"OTU","L.AQ.1","L.AQ.2","L.BALL.1","L.BALL.2","L.Control.1","L.Control.2","L.Control.3","L.Control.4","L.Control.5","L.Control.6","L.EMPTY.1","L.EMPTY.2","L.HH1.L","L.HH1.N","L.HH2.L","L.HH2.N","L.HH3.L","L.HH3.N","L.PCR1.NTC","L.PCR2.NTC","L.PQ1.L","L.PQ1.N","L.PQ2.L","L.PQ2.N","L.PQ3.L","L.PQ3.N","L.S.01","L.S.02","L.S.03","L.S.04","L.S.05","L.S.06","L.S.07","L.S.08","L.S.09","L.S.10","L.TB1.L","L.TB1.N","L.TB2.L","L.TB2.N","L.TB3.L","L.TB3.N","L.TQ1.L","L.TQ1.N","L.TQ2.L","L.TQ2.N","L.TQ3.L","L.TQ3.N"
"113","OTU_113",0,0,0,0,0,0,0,0,0,0,0,0,2457,229,2038,2829,1375,411,0,0,0,0,0,0,0,0,0,0,0,128,28,7,0,0,0,0,180,165,272,426,680,0,0,0,0,0,0,0
"114","OTU_114",0,0,0,0,0,0,0,0,0,0,0,0,17,13,9,11,13,10,0,0,355,256,111,157,246,187,2085,1177,2741,10,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"115","OTU_115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8804,296,2942,513,444,187,1123,1936,0,2,1,0,0,0,0,0,0,0,0,0,0
"116","OTU_116",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,15,0,0,0,0,1,57,9,0,1,1,7460,1,0,1,0,0
"117","OTU_117",0,7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","OTU_118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4713,2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","OTU_119",0,0,0,0,0,0,0,295,0,0,0,0,131,185,122,149,110,267,0,0,862,1147,1049,1981,627,1209,0,0,0,0,0,0,0,0,0,0,364,423,155,237,141,225,38,111,31,122,94,102
"120","OTU_120",0,0,2852,5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","OTU_121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8358,186,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","OTU_122",0,0,0,0,0,0,0,0,0,0,0,0,1575,1107,1045,1037,1076,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","OTU_123",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,1,5852,6715,3622,0,0,1,0,0,0,3,35,51,10,16,50,15
"124","OTU_124",0,0,0,0,0,0,0,288,0,0,0,0,119,82,69,90,71,144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,30,25,29,19,1297,1595,196,976,1080,1291
"125","OTU_125",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,2,0,5,0,6774
"126","OTU_126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,356,1286,700,0,0,0,0,949,24,989,11,2386,139,0,0,4,0,0,2
"127","OTU_127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,8570,227,0,0,0,0,0,0,0,3,7,0,0,1,0
"128","OTU_128",0,0,1462,5080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"129","OTU_129",0,0,0,1,0,0,0,23,0,0,0,0,1574,521,586,508,602,813,0,0,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,421,165,836,411,604
"130","OTU_130",6432,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","OTU_131",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,122,72,0,0,111,149,88,190,401,1190,1675,1825,0,0,1,0,7,23,19,28,45,41,0,0,0,0,0,0
"132","OTU_132",0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,271,857,300,1233,244,487,0,0,0,0,0,0,0,0,0,0,9,11,7,9,3,2,238,567,81,418,455,513
"133","OTU_133",0,0,0,9,0,0,0,55,0,0,0,0,1436,1328,662,937,666,1457,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,6,18,8
"134","OTU_134",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954,2271,1016,544,1742,774,0,9,7,13,21,12,15,3,13,0,8,15,4
"135","OTU_135",0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,1,1,969,401,252,134,336,128,0,399,176,89,172,141,124,402,452,111,467,546,436
"136","OTU_136",0,0,0,0,0,0,0,373,0,0,0,0,1063,937,794,842,709,1018,0,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,21,5,17,25,16
"137","OTU_137",0,1,0,0,0,0,0,351,0,0,0,0,18,12,9,7,12,8,0,0,279,589,177,476,208,378,0,0,1,8,3,0,0,0,0,0,2936,4055,3617,3053,3005,3998,393,579,116,385,362,419
"138","OTU_138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,685,921,977,1378,963,26,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","OTU_139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2539,1226,1489,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","OTU_140",0,0,5,3,0,0,0,0,0,0,0,0,2473,1142,1454,1745,1404,2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","OTU_141",0,0,737,4851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","OTU_142",0,0,12,50,0,0,0,10,0,0,0,0,3157,2316,2008,2245,1694,2868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,3,11,6,20
"143","OTU_143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,7,1525,1860,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","OTU_144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4698,2429,468,0,0,0,0,9,15,7,6,9,12,0,0,0,0,0,0
"145","OTU_145",0,0,1274,3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,0,3,0,0,0,1,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0
"146","OTU_146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,2,1890,1633,1643,0,0,0,2,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"147","OTU_147",0,5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","OTU_148",0,0,0,0,0,0,0,26,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1245,1649,1439,1221,1226,1680,34,38,14,49,56,35
"149","OTU_149",0,0,0,0,0,0,0,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,9,51,13,19,115,436,224,0,151,47,42,10,4,18,148,243,114,130,41,87
"150","OTU_150",0,0,0,0,0,0,0,4,0,0,0,0,1240,560,622,513,590,958,0,0,171,134,135,140,218,126,1,0,0,0,0,0,0,1,1,0,2,1,0,1,0,1,29,64,6,34,90,20
"151","OTU_151",0,0,0,0,0,0,0,315,0,0,0,0,121,115,194,209,151,213,0,0,0,0,0,0,0,0,214,23,61,13,8,6,0,0,1,0,819,450,353,447,395,413,0,0,36,0,21,0
"152","OTU_152",0,0,0,0,0,0,0,1640,0,0,0,0,6,1,1,3,1,3,0,0,91,32,91,50,79,15,580,44,53,852,137,52,55,72,33,0,271,80,131,68,174,41,16,18,15,41,37,36
"153","OTU_153",0,0,0,3,0,0,0,13,0,0,0,0,1,3,0,5,0,1,0,0,6,5,18,20,7,21,419,1155,972,1059,725,362,586,1409,543,0,4,10,5,10,19,10,12,29,0,10,7,2
"154","OTU_154",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3210,5729,3790,60,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","OTU_155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,78,93,47,85,69,0,0,0,4,335,1264,1,0,0,0,0,0,2619
"156","OTU_156",0,0,0,0,0,0,0,1,0,0,0,0,5,3,8,7,5,10,0,0,0,0,0,0,3,0,0,0,0,21,1,4732,0,0,0,0,1,5,3,1,0,4,10,0,0,0,0,0
"157","OTU_157",0,0,0,0,0,0,0,868,0,0,0,0,510,488,245,536,326,570,0,0,297,303,233,288,249,244,4,0,0,1,2,2,1,0,0,0,444,702,532,482,425,573,757,1039,218,1003,712,897
"158","OTU_158",0,0,0,0,0,0,0,81,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1567,2267,1872,1633,1528,2092,70,102,26,108,70,110
"159","OTU_159",0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5310,0,2,5,47,11,0,0,0,0,1,0,0,0,3,17,22,23,0
"160","OTU_160",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,2,5,0,1401,125,553,95,505,99,1695,267,0,116,332,0
"161","OTU_161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,390,25,0,0,0,0,0,0,0,0,4385,2,1,0,0
"162","OTU_162",0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,2,0,0,0,0,0,1,7,5,0,0,1541,1455,1448,331,290,106,236,757,287,0,0,1,2,2,3,3,0,0,0,3,1,0
"163","OTU_163",0,0,0,0,0,0,0,2037,0,0,0,0,291,259,159,240,194,272,0,0,44,62,36,58,57,17,0,0,0,18,13,2,5,0,0,0,1442,1894,1655,1401,1373,2136,3585,4165,1234,3495,3756,3052
"164","OTU_164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,110,1299,1517,1731,1190,0,0,0,0,7,2,105,112,502,85,0,0,0,0,0,0
"165","OTU_165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,898,1111,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166","OTU_166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,6953,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","OTU_167",0,0,0,0,0,0,0,24,0,0,0,0,19,15,56,55,107,106,0,0,455,291,433,547,441,409,31,72,411,1668,535,144,0,12,0,0,156,192,304,270,87,90,85,155,32,203,178,154
"168","OTU_168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,585,544,702,853,773,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,0,12,11,9
"169","OTU_169",0,0,0,1,0,0,0,417,0,0,0,0,330,215,161,210,185,257,0,0,0,3,0,0,6,0,0,0,0,1,1,3,0,0,0,0,179,173,198,133,162,216,413,502,122,472,470,346
"170","OTU_170",0,0,0,0,0,0,0,68,0,0,0,0,34,18,26,14,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,6,6,1,499,714,171,745,951,832
"171","OTU_171",4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","OTU_172",0,0,0,0,0,0,0,132,0,0,0,0,47,32,24,26,29,42,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1010,834,744,810,841,665,77,97,24,94,75,103
"173","OTU_173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","OTU_174",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1028,513,741,1136,907,1084,3,66,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","OTU_175",0,0,0,0,0,0,0,0,0,0,0,0,456,1,2,728,1,878,0,0,1137,3719,4774,35,14,2396,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","OTU_176",0,0,0,0,0,0,0,2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,263,159,101,230,46,0,6,6,9,5,2,3,14,20,1,5,13,6
"177","OTU_177",0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,789,833,364,872,477,629,0,0,0,1,0,1,0,0,0,0,289,387,332,303,309,423,0,3,1,7,6,3
"178","OTU_178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,82,44,21,3868,2437,1496,0,4,0,0,44,20,31,21,44,82,0,0,0,0,0,3
"179","OTU_179",0,0,0,6,0,0,0,1698,0,0,0,0,77,88,34,81,64,111,0,0,0,2,0,0,0,0,3,10,8,12,7,4,264,822,363,0,3,0,1,1,0,0,177,265,87,182,254,281
"180","OTU_180",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,9,1,4057,8,34,0,0,0,0,2,2,1,3,6,1,0,0,0,0,0,0
"181","OTU_181",0,0,0,0,0,0,0,50,0,0,0,0,11,20,12,19,13,26,0,0,381,341,392,322,488,331,831,272,240,6,2,4,33,65,20,0,3,1,0,0,2,2,27,22,5,30,6,30
"182","OTU_182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","OTU_183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901,1176,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184","OTU_184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,467,431,1078,1259,390,74,258,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","OTU_185",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696,1320,214,1079,579,794,0,0,1,0,0,0,0,0,0,0,2,8,4,2,4,4,0,0,0,0,0,0
"186","OTU_186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,5753,3026,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","OTU_187",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1032,1935,571,1848,805,1553,2,0,2,0,0,0,0,0,0,0,37,49,56,32,21,42,0,0,0,0,0,0
"188","OTU_188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,78,462,91,689,453,121,1636,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","OTU_189",0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,147,165,167,242,80,119,0,0,0,0,0,0,0,0,0,0,4,2,1,3,3,2,348,872,122,685,500,726
"190","OTU_190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,769,0,0,0,0,0,0,0,0,0,0,0,3,2,0,459,0,5513,0,2,1,494,591,1,0,0,5,1,2,1,0
"191","OTU_191",0,0,413,3237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"192","OTU_192",3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","OTU_193",0,0,0,0,0,0,0,12,0,0,0,0,6,1,4,2,2,2,0,0,0,0,0,0,0,0,3,0,1,980,1848,445,79,217,36,0,6,7,9,6,20,7,12,13,0,1,0,0
"194","OTU_194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3617,0,0,0,0,3,2,5,8,10,15,0,1,2,0,10,0
"195","OTU_195",0,0,0,0,0,0,0,28367,0,0,0,0,1,1,4,4,3,5,0,0,87,45,87,58,0,18,5,18,22,0,0,0,3,1,2,0,0,0,0,0,0,0,40,34,4,35,37,6
"196","OTU_196",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,355,432,128,552,1644,520,0,2,4,3,0,0,1,6,8,1,4,2,18
"197","OTU_197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,1264,1688,0,0,0,0,21,7,20,10,20,13,0,0,0,0,0,0
"198","OTU_198",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,600,493,29,22,7,0,111,33,73,2,184,345,58,0,0,0,0,0
"199","OTU_199",0,0,0,0,0,0,0,9,0,0,0,0,225,107,172,101,156,192,0,0,500,347,478,390,728,420,257,10,27,0,0,2,0,0,0,0,9,13,4,12,12,5,0,0,0,0,0,0
"200","OTU_200",0,0,0,38,0,0,0,6,0,0,0,0,480,392,310,252,400,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,210,45,249,218,234
"201","OTU_201",10578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","OTU_202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3544,0,0,0,0,0
"203","OTU_203",0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1364,1056,631,18,49,6,0,22,24,26,40,28,26,14,5,0,0,0,0
"204","OTU_204",0,0,0,0,0,0,0,204,0,0,0,0,16,7,8,10,14,5,0,0,104,79,74,52,79,56,269,126,88,436,174,150,127,551,217,0,415,166,197,136,198,264,173,148,38,182,236,163
"205","OTU_205",0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,1,3471,2,2,0,0,4,13,1,13,17,14,12,26,6,13,0,5
"206","OTU_206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,451,556,486,732,511,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,3
"207","OTU_207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2459,182,10,250,549,1588,448,984,314,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","OTU_208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3443,374,0,0,49,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","OTU_209",0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,856,271,819,674,938
"210","OTU_210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,7,6,0,3171,0,0,0,32,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"211","OTU_211",0,0,0,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,10,12,25,22,30,74,144,252,232,608,637,1757,0,0,0,0,54,16,26,50,35,43,0,4,0,3,0,0
"212","OTU_212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,4,1429,757,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","OTU_213",0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,757,771,734,1145,660,0,1,6,6,5,4
"214","OTU_214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371,0,0,0,0
"215","OTU_215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,1007,802,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","OTU_216",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,7,3,0,469,246,105,374,950,476,0,20,17,24,15,24,15,154,68,37,50,52,84
"217","OTU_217",0,0,0,0,0,0,0,0,0,0,0,0,1259,1160,474,402,390,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","OTU_218",0,0,0,0,0,0,0,156,0,0,0,0,386,309,336,288,317,581,0,0,6,1,8,4,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,164,241,51,238,194,313
"219","OTU_219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","OTU_220",0,0,0,0,0,0,0,41,0,0,0,0,4,4,3,3,2,0,0,0,0,4,10,3,1,6,196,79,65,418,221,102,138,354,143,0,280,92,163,70,186,97,93,40,25,38,67,41
"221","OTU_221",0,0,0,0,0,0,0,347,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,97,98,65,64,82,509,668,168,521,534,548
"222","OTU_222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,413,128,214,593,920,158,41,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"223","OTU_223",0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1024,1116,845,117,80,29,167,513,206,0,1,0,3,1,0,2,5,3,3,6,0,4
"224","OTU_224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,103,8,474,1363,984,0,7,1,0,18,23,22,25,53,13,0,4,0,0,0,0
"225","OTU_225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1523,62,909,5943,764,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","OTU_226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,15,114,2619,61,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","OTU_227",0,0,0,0,0,0,0,1331,0,0,0,0,205,287,137,234,133,321,0,0,12,1,2,6,6,0,0,0,0,0,0,0,0,0,0,0,427,460,330,313,227,298,61,123,26,125,86,85
"228","OTU_228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,50,1261,841,645,7,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","OTU_229",0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,5,5,14,6,2,1444,267,0,3,913,20,0,0,0,4,1,4,7,16,35,26,15,0,2,0,0
"230","OTU_230",0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,213,141,150,369,154,0,63,41,38,39,38,27,38,71,20,52,29,21
"231","OTU_231",0,0,0,2,0,0,0,255,0,0,0,0,544,483,272,509,358,545,0,0,10,5,8,11,9,13,0,0,1,0,0,0,1,0,1,0,111,201,140,142,145,220,338,498,123,487,381,406
"232","OTU_232",0,0,660,2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"233","OTU_233",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,0,0,607,329,392,309,540,452,35,25,8,18,32,16
"234","OTU_234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,103,33,73,2244,60,283,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"235","OTU_235",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,373,270,219,130,143,196,271,48,36,63,24,15,10,25,12,0,66,62,96,100,23,72,29,64,65,140,119,29
"236","OTU_236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195,2081,488,1944,897,1551,2,4,1,0,0,0,0,0,0,0,42,45,27,26,20,19,0,1,0,0,7,0
"237","OTU_237",0,0,0,0,0,0,0,466,0,0,0,0,548,362,321,291,304,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,49,45,12,101,81,101
"238","OTU_238",0,0,0,0,0,0,0,770,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,2,0,9,0,0,1267,319,232,58,90,54,0,150,115,86,119,97,108,44,68,27,63,30,47
"239","OTU_239",0,0,0,0,0,0,0,3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
