"L.AQ.1","L.AQ.2","L.BALL.1","L.BALL.2","L.Control.1","L.Control.2","L.Control.3","L.Control.4","L.Control.5","L.Control.6","L.EMPTY.1","L.EMPTY.2","L.HH1.L","L.HH1.N","L.HH2.L","L.HH2.N","L.HH3.L","L.HH3.N","L.PCR1.NTC","L.PCR2.NTC","L.PQ1.L","L.PQ1.N","L.PQ2.L","L.PQ2.N","L.PQ3.L","L.PQ3.N","L.S.01","L.S.02","L.S.03","L.S.04","L.S.05","L.S.06","L.S.07","L.S.08","L.S.09","L.S.10","L.TB1.L","L.TB1.N","L.TB2.L","L.TB2.N","L.TB3.L","L.TB3.N","L.TQ1.L","L.TQ1.N","L.TQ2.L","L.TQ2.N","L.TQ3.L","L.TQ3.N"
"Zotu6902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,13,3,12,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zotu6905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,12,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16
"Zotu6910",0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,5,1,3,2,3,3,3,2
"Zotu6911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,4,0,0
"Zotu6912",0,0,0,0,0,0,0,0,0,0,0,0,13,12,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,25,4,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu6916",0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,3,5,1,4,1,2,8
"Zotu6918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,3,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu6919",23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu692",0,0,0,0,0,0,0,6,0,0,0,0,0,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,156,98,30,127,563,131,0,1,0,0,0,0,0,0,2,7,0,0,0
"Zotu6921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6922",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,2,0,0,0,0,11,2,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6924",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,5,6,2,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,28,0,1,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0
"Zotu6926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,2,2,2,0,12,0,0,7,0
"Zotu6928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,5,5,0,2,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6931",0,0,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,25,0,0,0,0,3,0,1,0,7,3,0,0,0,0,0,0
"Zotu6936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,5,1,11,5,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,1,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu6939",0,0,0,9,0,0,0,0,0,0,0,0,6,5,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,4,0,3,0,0
"Zotu694",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,362,383,228,62,159,92,0,1,1,3,2,2,0,5,0,0,0,0,0
"Zotu6940",0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,8,5,3,3,0,0,0,0,0,0
"Zotu6943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,9,1,1,0,0,1,1,0,0,0,1,5,2,0,0,0,0
"Zotu6944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6947",0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Zotu6948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,3,14,1,0,0,0,0,0,0,0,0,3,0,0,0,0
"Zotu6949",0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,2,8,3
"Zotu695",0,0,0,0,0,0,0,11,0,0,0,0,28,7,8,6,38,11,0,0,0,8,0,0,9,21,427,278,176,291,298,130,198,707,391,0,4,7,0,5,0,3,3,2,0,0,0,0
"Zotu6950",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,4,6,4,0,0,0,0,0,0,0,5,0,0,0,0,0
"Zotu6953",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,4,0,11,18,2,1,1,5,0,0,1,0,0,0,0,0,1,0,0,0,0
"Zotu6954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6959",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,15,0,0,4,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"Zotu696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,89,240,496,833,274,0,9,29,0,3,1,4,0,6,4,0,4,0,0,0,0
"Zotu6961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6962",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,1,2,0,12,5,7,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0
"Zotu6963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,16,10,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Zotu6964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,6,17,0,0,0,0
"Zotu6965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6967",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,5,1,1,0,4,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,8,0,0,1,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"Zotu697",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212,221,77,334,948,323,0,3,0,1,1,0,3,1,2,0,6,2,2
"Zotu6970",0,0,4,17,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3,0,16,10,4,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Zotu6972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,3,2,6,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,6,6,1,0,0,0,0,3,0,1,8,1,0,0,0,0
"Zotu698",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,241,204,151,152,253,0,1,0,3,4,5
"Zotu6981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,14,5
"Zotu6983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,5,8,7,1,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,9,13,7,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zotu6986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,18,3,0,0,0,0,0,0,0,0,2,0,0,0,1
"Zotu6988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
"Zotu699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,233,324,272,290,180,94,0,3,3,0,4,3,0,6,0,2,0,0,0,0,0,3
"Zotu6990",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Zotu6995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu6998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,4,0,0
"Zotu7",0,0,0,0,0,0,0,0,0,0,0,0,2,868,2,2,872,4407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,68,6,0,0,0,0,2,0,0,0,1503,2477,61376,10609,12675
"Zotu70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4770,12814,2,0,0,0,0,162,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,1,171,544,536,0,1,1,0,1,0,0,2,0,0,2,1,0
"Zotu7000",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7004",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,3,6,4,8,1,6,7,0,5,1,3
"Zotu7006",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu7007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,3,1,1,6,1,1,0,0,0,0,0,0,0,0,2,3,1,2,2,0,0,0,0,0,0
"Zotu701",0,0,3,10,0,0,0,289,0,0,0,0,449,355,242,327,208,391,0,0,286,277,163,240,142,180,1,0,0,0,0,0,0,0,0,0,713,871,764,697,724,850,313,408,93,348,319,292
"Zotu7010",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Zotu7016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"Zotu7018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7021",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7024",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,2,4
"Zotu7025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,3,18,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,2,15,4,0,0,0,0,1,0,0,0,0,0,0,4,0
"Zotu7028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,20,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu7033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7039",0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Zotu7041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,5,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0
"Zotu7044",0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7049",0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"Zotu705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502,167,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,11,13,12,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
"Zotu7053",0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,0,1
"Zotu7055",0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0
"Zotu7058",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"Zotu7060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,4,8,1,0,0,0,3,5,0,0,0,0,0,0,0,1,1,0,0,0,0
"Zotu7063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Zotu7064",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0
"Zotu7065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,9,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0
"Zotu7068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,17,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
"Zotu7069",0,0,0,2,0,0,0,0,0,0,0,0,4,10,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu707",0,0,151,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7071",0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7076",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,7,0,0,0,0,0,0,0,0,7,1,6,0,1
"Zotu7077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,22,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7078",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Zotu7080",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7081",0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7083",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Zotu7085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,18,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu7086",0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4,6,0,0,0,0,0,0,0,2,2,0,0,2,0
"Zotu7087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
